	named_entities	type
5725	 Decreto no 2.233	train
5726	 Lei no 9.424	train
5727	 Lei no 11.196	train
5728	 Lei no 9.394	train
5729	 Lei no 9.503	train
5730	 Lei no 5.869	train
5731	 Lei no 5.869	train
5732	 Decreto no 4.901	test
5733	 Decreto no 4.542	test
5734	 Decreto no 3.048	train
5735	 Lei no 10.876	train
5736	 Lei no 5.869	train
5737	 Lei no 10.406	train
5738	 Decreto no 980	train
5739	 Lei no 6.704	train
5740	 Lei no 10.659	train
5741	Decreto-Lei no 37	train
5742	 Lei no 8.112	train
5743	 Lei no 10.683	train
5744	 Lei no 10.233	train
5745	 Lei no 11.171	train
5746	 Lei no 11.233	train
5747	 Lei no 9.636	train
5748	Decreto-Lei no 9.760	train
5749	Medida Provisória no 280	train
5750	 Decreto no 4.248	train
5751	 Lei no 8.112	train
5752	 Lei no 9.440	test
5753	 Decreto no 3.893	test
5754	 Lei no 11.196	test
5755	 Lei no 11.196	train
5756	 Lei no 10.177	train
5757	 Decreto no 4.559	train
5758	 Decreto no 61.836	train
5759	 Decreto no 57.375	train
5760	 Decreto no 494	train
5761	 Decreto no 61.843	train
5762	 Lei no 11.196	train
5763	 Lei no 8.666	test
5764	 Lei no 5.809	test
5765	 Decreto no 71.733	test
5766	 Decreto no 75.430	test
5767	 Decreto no 72.021	train
5768	 Decreto no 1.125	train
5769	 Lei no 8.171	train
5770	 Lei no 9.985	train
5771	 Decreto no 5.698	train
5772	 Lei no 10.836	train
5773	 Decreto no 5.209	train
5774	 Decreto no 5.717	train
5775	 Decreto no 4.620	train
5776	 Lei no 8.884	train
5777	 Lei no 10.871	train
5778	 Lei no 11.124	test
5779	 Lei no 8.313	test
5780	 Decreto no 5.645	train
5781	 Decreto no 5.417	train
5782	 Decreto no 5.543	train
5783	 Lei no 4.131	train
5784	 Decreto no 2.233	train
5785	Decreto-Lei no 5.452	train
5786	 Lei no 5.917	train
5787	Medida Provisória no 2.217	train
5788	 Lei no 9.504	train
5789	 Lei no 9.394	train
5790	 Lei no 10.355	test
5791	 Decreto no 74.170	test
5792	Decreto-Lei no 5.452	train
5793	 Lei no 10.188	train
5794	 Decreto no 5.435	train
5795	 Lei no 11.196	train
5796	Medida Provisória no 2.189	train
5797	 Decreto no 4.732	train
5798	 Lei no 11.196	train
5799	 Lei no 11.196	train
5800	 Decreto no 4.034	train
5801	 Decreto no 3.629	train
5802	 Decreto no 3.520	test
5803	 Decreto no 3.420	test
5804	 Lei no 11.124	train
5805	 Lei no 11.196	train
5806	 Decreto no 4.542	train
5807	Emenda Constitucional no 51	train
5808	 Lei no 11.100	train
5809	 Decreto no 5.474	train
5810	 Lei no 9.311	train
5811	 Lei no 9.099	train
5812	 Lei no 10.259	train
5813	 Lei no 10.559	test
5814	 Lei no 5.645	test
5815	 Lei no 7.596	test
5816	 Lei no 9.657	test
5817	 Lei no 10.551	test
5818	 Lei no 10.225	test
5819	 Lei no 10.910	train
5820	 Lei no 10.479	train
5821	Medida Provisória no 2.229	train
5822	 Lei no 10.486	train
5823	 Lei no 5.645	train
5824	 Lei no 10.871	train
5825	 Lei no 11.090	train
5826	 Lei no 10.549	train
5827	 Lei no 9.650	train
5828	 Lei no 9.266	train
5829	 Lei no 9.654	train
5830	Medida Provisória no 2.229	train
5831	 Lei no 11.134	train
5832	 Lei no 10.637	train
5833	 Lei no 10.833	train
5834	 Lei no 10.865	train
5835	 Lei no 11.091	train
5836	 Lei no 11.091	train
5837	Medida Provisória no 2.209	train
5838	 Lei no 8.112	test
5839	 Lei no 10.233	test
5840	 Lei no 10.683	test
5841	 Lei no 11.171	test
5842	 Lei no 11.233	test
5843	 Lei no 9.636	test
5844	 Lei no 11.182	test
5845	 Lei no 11.046	test
5846	 Lei no 5.917	test
5847	 Lei no 8.630	test
5848	 Lei no 10.871	test
5849	Decreto-Lei no 9.760	test
5850	Medida Provisória no 2.228	test
5851	Medida Provisória no 280	test
5852	 Decreto no 5.741	test
5853	 Lei no 10.862	train
5854	 Lei no 10.933	train
5855	 Lei no 10.479	train
5856	 Lei no 10.225	train
5857	 Decreto no 4.645	train
5858	Decreto-Lei no 2.284	train
5859	Decreto-Lei no 2.351	train
5860	Medida Provisória no 2.194	train
5861	 Decreto no 5.434	train
5862	 Decreto no 5.729	train
5863	 Decreto no 3.048	train
5864	 Lei no 605	test
5865	 Lei no 8.213	test
5866	 Decreto no 5.743	train
5867	Medida Provisória no 2.228	train
5868	 Lei no 9.394	train
5869	 Lei no 9.394	train
5870	 Lei no 9.503	train
5871	 Decreto no 5.003	train
5872	 Decreto no 3.604	train
5873	 Decreto no 99.684	train
5874	 Decreto no 3.913	train
5875	 Decreto no 5.780	test
5876	 Decreto no 5.188	test
5877	 Lei no 5.869	train
5878	 Decreto no 5.123	train
5879	 Lei no 10.696	train
5880	 Lei no 11.322	train
5881	 Lei no 7.797	train
5882	 Decreto no 3.524	train
5883	 Lei no 9.991	train
5884	 Lei no 8.829	train
5885	 Decreto no 5.025	train
5886	 Decreto no 4.542	test
5887	 Decreto no 4.543	test
5888	 Lei no 10.711	train
5889	 Lei no 8.177	train
5890	 Decreto no 4.840	train
5891	Medida Provisória no 130	train
5892	 Lei no 8.742	train
5893	 Decreto no 2.536	train
5894	 Decreto no 88.777	train
5895	 Lei no 10.962	train
5896	 Lei no 8.078	train
5897	 Lei no 11.126	train
5898	 Decreto no 4.542	train
5899	 Lei no 11.077	test
5900	 Lei no 8.248	test
5901	 Lei no 10.176	test
5902	 Decreto no 4.810	test
5903	 Lei no 11.196	train
5904	 Decreto no 5.789	train
5905	 Lei no 10.848	train
5906	 Decreto no 5.163	train
5907	 Lei no 11.343	train
5908	 Decreto no 1.006	train
5909	 Lei no 10.910	train
5910	 Lei no 10.910	train
5911	 Lei no 10.910	train
5912	 Decreto no 5.406	train
5913	 Decreto no 5.755	test
5914	Emenda Constitucional no 51	test
5915	 Decreto no 5.861	train
5916	 Decreto no 5.780	train
5917	 Decreto no 5.735	train
5918	 Lei no 10.741	train
5919	 Lei no 10.559	train
5920	 Lei no 5.645	train
5921	 Lei no 7.596	train
5922	 Lei no 9.657	train
5923	 Lei no 10.551	train
5924	 Lei no 10.225	train
5925	 Lei no 10.910	train
5926	 Lei no 10.479	train
5927	Medida Provisória no 2.229	train
5928	 Lei no 10.486	train
5929	 Lei no 5.645	train
5930	 Lei no 10.871	train
5931	 Lei no 11.090	train
5932	 Lei no 10.549	train
5933	 Lei no 9.650	train
5934	 Lei no 9.266	train
5935	 Lei no 9.654	train
5936	Medida Provisória no 2.229	train
5937	 Lei no 11.134	test
5938	 Lei no 10.862	test
5939	 Decreto no 4.763	train
5940	 Decreto no 5.491	train
5941	 Lei no 9.985	train
5942	 Lei no 9.985	train
5943	 Lei no 10.177	train
5944	 Decreto no 87.479	train
5945	 Decreto no 5.115	train
5946	 Decreto no 5.719	train
5947	 Lei no 8.213	test
5948	 Lei no 5.809	test
5949	 Decreto no 71.733	test
5950	 Decreto no 5.532	train
5951	 Decreto no 5.842	train
5952	 Decreto no 5.392	train
5953	 Decreto no 4.855	train
5954	 Decreto no 5.567	train
5955	 Decreto no 4.769	train
5956	 Lei no 4.771	train
5957	 Lei no 6.938	train
5958	 Lei no 10.650	train
5959	 Lei no 11.306	train
5960	 Lei no 6.932	test
5961	 Lei no 10.405	test
5962	 Decreto no 5.826	test
5963	 Lei no 11.079	train
5964	 Lei no 8.987	train
5965	 Lei no 9.074	train
5966	 Decreto no 1.983	train
5967	 Lei no 5.869	train
5968	 Lei no 7.802	train
5969	 Decreto no 4.074	train
5970	Lei Complementar no 87	train
5971	 Decreto no 5.861	train
5972	 Decreto no 5.780	train
5973	Lei Complementar no 63	train
5974	 Lei no 10.189	train
5975	Decreto-Lei no 5.452	train
5976	 Lei no 9.953	train
5977	 Lei no 10.476	train
5978	 Lei no 10.188	test
5979	 Decreto no 5.435	test
5980	 Lei no 9.784	test
5981	 Lei no 5.869	train
5982	 Lei no 5.869	train
5983	 Lei no 11.196	train
5984	 Lei no 11.322	train
5985	 Lei no 11.326	train
5986	 Lei no 11.322	train
5987	Medida Provisória no 2.215	train
5988	 Lei no 11.306	train
5989	 Lei no 10.482	train
5990	 Lei no 10.699	test
5991	Medida Provisória no 316	test
5992	Medida Provisória no 2.187	test
5993	 Decreto no 5.811	test
5994	 Lei no 8.177	train
5995	Decreto-Lei no 3.689	train
5996	 Lei no 8.685	train
5997	Medida Provisória no 2.228	train
5998	Medida Provisória no 2.228	train
5999	 Decreto no 5.780	train
6000	 Lei no 11.438	train
6001	 Lei no 8.829	train
6002	 Lei no 8.829	train
6003	 Lei no 11.314	train
6004	 Lei no 288	train
6005	 Lei no 8.387	train
6006	 Lei no 11.077	train
6007	 Lei no 9.969	test
6008	Decreto-Lei no 5.452	test
6009	Decreto-Lei no 5.452	train
6010	 Decreto no 3.473	train
6011	 Lei no 9.434	train
6012	 Lei no 9.365	train
6013	 Lei no 9.870	train
6014	 Lei no 9.656	train
6015	 Lei no 8.884	train
6016	 Lei no 6.938	train
6017	 Decreto no 3.555	test
6018	 Lei no 8.989	test
6019	 Lei no 6.435	train
6020	 Lei no 5.627	train
6021	Decreto-Lei no 73	train
6022	 Lei no 9.491	train
6023	 Lei no 8.031	train
6024	 Lei no 9.605	train
6025	 Lei no 7.418	train
6026	 Lei no 4.771	train
6027	 Lei no 9.393	train
6028	 Decreto no 3.473	train
6029	 Lei no 8.884	train
6030	 Lei no 9.478	train
6031	 Lei no 9.847	train
6032	 Decreto no 2.153	test
6033	 Decreto no 2.107	test
6034	 Lei no 9.294	train
6035	 Lei no 7542	train
6036	 Lei no 9.649	train
6037	 Lei no 8.212	train
6038	 Lei no 6.015	train
6039	 Decreto no 3.029	train
6040	 Lei no 9.675	train
6041	 Decreto no 2.771	train
6042	 Lei no 9.649	train
6043	 Lei no 9.478	test
6044	 Lei no 9.847	test
6045	 Lei no 9.870	test
6046	 Decreto no 3605	train
6047	 Decreto no 3365	train
6048	 Decreto no 3140	train
6049	 Decreto no 3528	train
6050	 Decreto no 3118	train
6051	 Decreto no 3096	train
6052	Decreto-Lei no 3.365	train
6053	 Lei no 4.878	train
6054	 Lei no 9.649	test
6055	 Decreto no 92.512	test
6056	Decreto-Lei no 2.452	train
6057	 Decreto no 2.809	train
6058	 Lei no 9.478	train
6059	 Lei no 9.718	train
6060	 Lei no 8.989	train
6061	 Lei no 6.435	train
6062	 Lei no 5.627	train
6063	Decreto-Lei no 73	train
6064	 Lei no 9.491	train
6065	 Lei no 8.031	train
6066	 Lei no 9.605	train
6067	 Lei no 7.418	train
6068	 Lei no 4.771	test
6069	 Lei no 9.393	test
6070	 Lei no 4.771	test
6071	 Lei no 9.393	test
6072	 Lei no 9.434	train
6073	 Lei no 9.365	train
6074	 Lei no 9.870	train
6075	 Lei no 9.530	train
6076	 Lei no 9.279	train
6077	 Lei no 4.229	train
6078	 Lei no 8.884	train
6079	 Lei no 7.827	train
6080	 Lei no 4.229	test
6081	 Decreto no 98.816	test
6082	 Lei no 9.649	train
6083	 Lei no 8.723	train
6084	 Lei no 9.656	train
6085	Decreto-Lei no 2.406	train
6086	 Lei no 5.869	train
6087	Decreto-Lei no 5.452	train
6088	 Lei no 5.859	train
6089	 Lei no 9.649	train
6090	Decreto-Lei no 719	train
6091	 Decreto no 2.040	test
6092	 Lei no 8.723	test
6093	 Decreto no 3.470	train
6094	 Decreto no 3.075	train
6095	Lei Complementar no 87	train
6096	 Lei no 4229	train
6097	 Lei no 9.434	train
6098	 Lei no 9.365	train
6099	 Lei no 9.533	train
6100	Decreto-Lei no 2.406	train
6101	 Lei no 5.859	test
6102	 Lei no 9.530	test
6103	 Lei no 9.279	train
6104	Decreto-Lei no 719	train
6105	Decreto-Lei no 3.365	train
6106	 Lei no 7.827	train
6107	 Lei no 9.782	train
6108	 Lei no 8.929	train
6109	 Lei no 9.649	train
6110	 Lei no 8.723	train
6111	 Lei no 9.656	test
6112	Decreto-Lei no 2.406	test
6113	 Lei no 5.869	train
6114	Decreto-Lei no 5.452	train
6115	 Lei no 5.859	train
6116	Decreto-Lei no 719	train
6117	Decreto-Lei no 3.365	train
6118	 Lei no 9.782	train
6119	 Lei no 8.723	train
6120	 Lei no 4.878	train
6121	Decreto-Lei no 4.657	train
6122	 Decreto no 2.314	test
6123	 Decreto no 3.473	test
6124	 Lei no 9.096	train
6125	 Lei no 9.807	train
6126	 Decreto no 87.479	train
6127	 Lei no 8.069	train
6128	 Lei no 8.989	train
6129	 Lei no 6.435	train
6130	 Lei no 5.627	train
6131	Decreto-Lei no 73	train
6132	 Lei no 9.491	train
6133	 Lei no 8.031	train
6134	 Lei no 9.605	train
6135	 Lei no 7.418	test
6136	 Lei no 9.434	test
6137	 Lei no 9.365	train
6138	 Lei no 9.870	train
6139	 Lei no 9.615	train
6140	 Lei no 9.279	train
6141	 Lei no 4.229	train
6142	 Lei no 9.434	train
6143	 Decreto no 3.473	train
6144	 Lei no 7.797	train
6145	 Lei no 9.782	test
6146	 Lei no 8.929	test
6147	 Decreto no 3.048	train
6148	 Lei no 8.974	train
6149	 Decreto no 2.891	train
6150	 Decreto no 3.302	train
6151	Decreto-Lei no 3.365	train
6152	 Decreto no 3.161	train
6153	 Lei no 9.972	train
6154	 Lei no 6.435	train
6155	 Lei no 5.627	train
6156	Decreto-Lei no 73	train
6157	 Lei no 9.491	train
6158	 Lei no 8.031	train
6159	 Lei no 9.605	test
6160	 Lei no 7.418	test
6161	 Lei no 4.771	train
6162	 Lei no 9.393	train
6163	 Lei no 3.071	train
6164	 Decreto no 3.473	train
6165	 Lei no 5.859	train
6166	 Lei no 9.279	train
6167	 Lei no 8.929	train
6168	 Lei no 8.742	train
6169	 Decreto no 2.536	train
6170	 Decreto no 3.431	train
6171	 Decreto no 2.710	test
6172	 Decreto no 3.048	test
6173	 Lei no 818	train
6174	Medida Provisória no 2026-7	train
6175	 Lei no 9.656	train
6176	 Lei no 7.827	train
6177	 Lei no 9.533	train
6178	 Lei no 9.615	train
6179	 Lei no 7827	train
6180	 Decreto no 2451	train
6181	 Lei no 6015	test
6182	 Lei no 4229	test
6183	 Lei no 9.649	train
6184	 Lei no 9692	train
6185	 Lei no 8.989	train
6186	 Lei no 6.435	train
6187	 Lei no 5.627	train
6188	Decreto-Lei no 73	train
6189	 Lei no 9.491	train
6190	 Lei no 8.031	train
6191	 Lei no 9.605	train
6192	 Lei no 4771	train
6193	 Lei no 9434	train
6194	 Lei no 9365	test
6195	 Decreto no 3.140	test
6196	 Decreto no 715	train
6197	Decreto-Lei no 5452	train
6198	 Lei no 5859	train
6199	 Lei no 4504	train
6200	 Lei no 8629	train
6201	 Lei no 9.782	train
6202	 Lei no 9.615	train
6203	 Decreto no 2390	train
6204	 Lei no 8929	train
6205	 Decreto no 3099	test
6206	 Decreto no 1800	test
6207	 Decreto no 1.910	train
6208	 Decreto no 91.030	train
6209	 Decreto no 2412	train
6210	 Decreto no 3271	train
6211	 Decreto no 3096	train
6212	 Decreto no 3075	train
6213	 Decreto no 3140	train
6214	 Decreto no 2916	train
6215	 Decreto no 2.641	train
6216	 Decreto no 2889	train
6217	 Lei no 9.827	test
6218	 Lei no 9.314	test
6219	Decreto-Lei no 227	test
6220	 Lei no 4.229	test
6221	 Lei no 9.082	train
6222	 Lei no 9.293	train
6223	 Lei no 9.692	train
6224	 Lei no 6.435	train
6225	 Lei no 5.627	train
6226	Decreto-Lei no 73	train
6227	 Lei no 9.491	train
6228	 Lei no 8.031	train
6229	 Lei no 9.605	train
6230	 Lei no 7.418	train
6231	 Lei no 4.771	train
6232	 Lei no 9.434	train
6233	 Lei no 7.347	test
6234	 Lei no 9.365	test
6235	 Lei no 9.870	train
6236	 Lei no 8.989	train
6237	 Lei no 8.723	train
6238	 Lei no 9.656	train
6239	Decreto-Lei no 2.406	train
6240	 Lei no 5.859	train
6241	 Lei no 5.859	train
6242	 Lei no 7.827	train
6243	 Lei no 4.878	test
6244	 Lei no 9.649	test
6245	 Lei no 9.782	train
6246	 Lei no 9.473	train
6247	 Lei no 8.929	train
6248	 Lei no 9.530	train
6249	 Lei no 9.615	train
6250	 Lei no 9.279	train
6251	 Decreto no 3.096	train
6252	 Decreto no 2.641	train
6253	 Lei no 4.229	test
6254	 Lei no 9028	test
6255	 Lei no 9293	test
6256	 Lei no 9.692	train
6257	 Lei no 8.989	train
6258	 Lei no 6.435	train
6259	 Lei no 5.627	train
6260	Decreto-Lei no 73	train
6261	 Lei no 9.491	train
6262	 Lei no 8.031	train
6263	 Lei no 9.605	train
6264	 Lei no 7.418	train
6265	 Lei no 4.771	train
6266	 Lei no 9.434	train
6267	 Lei no 7.347	test
6268	 Lei no 9.365	test
6269	 Lei no 9.870	train
6270	 Decreto no 2.916	train
6271	 Lei no 9.656	train
6272	Decreto-Lei no 2.406	train
6273	 Lei no 5859	train
6274	 Lei no 7827	train
6275	 Lei no 9473	train
6276	 Lei no 4878	train
6277	 Lei no 4504	test
6278	 Lei no 8629	test
6279	Decreto-Lei no 3365	test
6280	 Lei no 9649	test
6281	 Lei no 9782	train
6282	 Decreto no 2.455	train
6283	 Decreto no 3.473	train
6284	 Decreto no 3.140	train
6285	 Lei no 9.279	train
6286	 Lei no 9.656	train
6287	 Lei no 9.028	train
6288	 Lei no 9.692	train
6289	 Lei no 8.989	test
6290	 Lei no 6.435	test
6291	 Lei no 5.627	test
6292	Decreto-Lei no 73	test
6293	 Lei no 9.491	train
6294	 Lei no 8.031	train
6295	 Lei no 4.771	train
6296	 Lei no 9.434	train
6297	 Decreto no 3.470	train
6298	 Decreto no 980	train
6299	 Lei no 8.723	train
6300	 Lei no 9.989	train
6301	 Lei no 4.348	train
6302	 Lei no 9.491	test
6303	 Decreto no 2.430	test
6304	 Lei no 8.884	test
6305	 Decreto no 3.473	train
6306	 Decreto no 3.280	train
6307	 Lei no 8.884	train
6308	 Decreto no 3.075	train
6309	Medida Provisória no 1.950	train
6310	 Lei no 7.990	train
6311	 Decreto no 62.860	train
6312	 Decreto no 99.350	train
6313	 Decreto no 99.97	test
6314	 Decreto no 99.244	test
6315	 Lei no 8.158	train
6316	 Decreto no 98.044	train
6317	 Lei no 5.540	train
6318	 Decreto no 87.911	train
6319	 Decreto no 97.410	train
6320	 Decreto no 99.266	train
6321	 Decreto no 99.664	train
6322	 Lei no 8.174	train
6323	Decreto no 80	train
6324	 Lei no 6.446	train
6325	 Lei no 8.199	test
6326	Decreto-Lei no 2.288	test
6327	Decreto-Lei no 2.300	train
6328	 Decreto no 91.030	train
6329	 Decreto no 99.266	train
6330	 Decreto no 93.872	train
6331	 Decreto no 92.435	train
6332	 Decreto no 88.513	train
6333	 Decreto no 62.127	train
6334	 Decreto no 99.463	train
6335	 Decreto no 86.715	test
6336	 Decreto no 75.911	test
6337	 Lei no 8.167	train
6338	 Decreto no 91.030	train
6339	 Decreto no 52.795	train
6340	 Decreto no 115	train
6341	 Lei no 8.216	train
6342	 Lei no 5.540	train
6343	 Lei no 8.216	train
6344	 Lei no 8.174	train
6345	 Decreto no 99.540	test
6346	 Decreto no 94.536	test
6347	 Lei no 7.678	train
6348	 Decreto no 99.066	train
6349	 Decreto no 186	train
6350	 Lei no 8.167	train
6351	 Lei no 7.347	train
6352	 Lei no 7.853	train
6353	 Lei no 8.078	train
6354	 Lei no 8.158	train
6355	 Lei no 8.242	train
6356	 Lei no 7.505	train
6357	 Lei no 8.211	train
6358	 Lei no 8.028	train
6359	 Lei no 8.029	train
6360	 Lei no 5.194	test
6361	 Lei no 5.682	test
6362	 Lei no 6.939	train
6363	 Lei no 6.825	train
6364	 Lei no 5.347	train
6365	 Lei no 7.596	train
6366	 Lei no 7.622	train
6367	 Lei no 6.649	train
6368	 Lei no 8.178	train
6369	 Lei no 7.596	train
6370	 Lei no 8.088	test
6371	 Lei no 6.420	test
6372	 Decreto no 80.536	test
6373	 Decreto no 99.659	train
6374	Decreto no 5	train
6375	 Lei no 5.540	train
6376	 Decreto no 371	train
6377	 Lei no 8.209	train
6378	Decreto-Lei no 1.950	train
6379	Decreto-Lei no 1.462	train
6380	 Lei no 6.815	train
6381	Decreto-Lei no 1.305	test
6382	Decreto-Lei no 1.341	test
6383	Decreto-Lei no 2.044	train
6384	 Lei no 5.682	train
6385	Decreto-Lei no 1.727	train
6386	 Lei no 1.390	train
6387	 Lei no 6.185	train
6388	 Lei no 6.550	train
6389	 Lei no 5.869	train
6390	 Lei no 6.567	train
6391	 Lei no 7.138	test
6392	 Lei no 6.610	test
6393	Decreto-Lei no 1.341	train
6394	 Lei no 4.737	train
6395	 Lei no 3.684	train
6396	 Lei no 4.215	train
6397	 Lei no 6.545	train
6398	Decreto-Lei no 5.452	train
6399	 Lei no 6.649	train
6400	 Lei no 3.807	train
6401	 Lei no 5.869	test
6402	Decreto-Lei no 972	test
6403	Decreto-Lei no 880	train
6404	Lei Complementar no 45	train
6405	Decreto-Lei no 1.312	train
6406	Decreto-Lei no 2.061	train
6407	 Lei no 6.664	train
6408	 Lei no 6.032	train
6409	 Lei no 6.690	train
6410	 Lei no 5.584	train
6411	Decreto-Lei no 2.249	test
6412	 Lei no 4.737	test
6413	 Lei no 2.004	train
6414	 Lei no 3.257	train
6415	 Lei no 5.619	train
6416	Decreto-Lei no 5.452	train
6417	 Lei no 605	train
6418	 Lei no 5.465	train
6419	 Lei no 6.592	train
6420	Decreto-Lei no 5452	train
6421	 Lei no 4.737	train
6422	 Lei no 5.906	test
6423	Decreto-Lei no 1.727	test
6424	Decreto-Lei no 1.360	train
6425	 Decreto no 84.541	train
6426	 Decreto no 74.924	train
6427	 Decreto no 90.811	train
6428	 Decreto no 86.212	train
6429	 Decreto no 90.579	train
6430	 Decreto no 63.662	train
6431	 Decreto no 79.109	train
6432	 Decreto no 86.217	test
6433	 Lei no 6.550	test
6434	 Lei no 5.645	train
6435	Emenda Constitucional no 29	train
6436	 Decreto no 60 521	train
6437	 Decreto no 83.323	train
6438	 Decreto no 85.776	train
6439	 Decreto no 77.272	train
6440	 Decreto no 90.078	train
6441	 Decreto no 88.694	train
6442	 Decreto no 89.496	train
6443	 Decreto no 90.309	train
6444	 Decreto no 90.387	train
6445	 Decreto no 75.627	test
6446	 Decreto no 91.157	test
6447	 Decreto no 86.212	train
6448	 Decreto no 90.997	train
6449	 Decreto no 88.142	train
6450	 Decreto no 88.810	train
6451	 Decreto no 66.204	train
6452	 Decreto no 88.811	train
6453	 Decreto no 89.537	train
6454	 Lei no 7.238	train
6455	 Decreto no 90.933	test
6456	 Decreto no 91.177	test
6457	 Decreto no 62.860	train
6458	 Decreto no 88.513	train
6459	 Lei no 5.292	train
6460	 Lei no 7.264	train
6461	 Decreto no 63.704	train
6462	 Decreto no 88.639	train
6463	 Lei no 6.205	train
6464	 Decreto no 86.215	train
6465	 Lei no 5.645	train
6466	 Lei no 7.256	train
6467	 Decreto no 89.785	test
6468	 Decreto no 90.735	test
6469	 Decreto no 90.754	train
6470	 Decreto no 74.557	train
6471	 Decreto no 89.615	train
6472	 Decreto no 91.026	train
6473	 Lei no 7.291	train
6474	 Decreto no 90.896	train
6475	 Decreto no 89.811	train
6476	 Decreto no 89.812	train
